"","volcano.number","volcano.name","country","primary.volcano.type","activity.evidence","last.known.eruption","region","subregion","lat","long","elevation..m.","dominant.rock.type","tectonic.setting","file","slab.dip","slab.depth","slab.strike","mx","my","optional"
"503",273090,"Cagua","Philippines","Stratovolcano","Eruption Observed","1860 CE","Philippines and SE Asia","Luzon",18.222,122.123,1133,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,122.123,18.222,TRUE
"504",274010,"Camiguin de Babuyanes","Philippines","Stratovolcano","Eruption Observed","1857 CE","Philippines and SE Asia","North of Luzon",18.83,121.86,712,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,121.86,18.83,TRUE
"505",274020,"Didicas","Philippines","Compound","Eruption Observed","1978 CE","Philippines and SE Asia","North of Luzon",19.077,122.202,228,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,122.202,19.077,TRUE
"506",274030,"Babuyan Claro","Philippines","Stratovolcano(es)","Eruption Observed","1924 CE","Philippines and SE Asia","North of Luzon",19.523,121.94,1080,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,121.94,19.523,TRUE
"507",274050,"Unnamed","Philippines","Submarine","Eruption Observed","1854 CE","Philippines and SE Asia","North of Luzon",20.33,121.75,-24,"No Data (checked)","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,121.75,20.33,TRUE
"508",274060,"Iraya","Philippines","Stratovolcano","Eruption Observed","1454 CE","Philippines and SE Asia","North of Luzon",20.469,122.01,1009,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,122.01,20.469,TRUE
"519",281020,"Unnamed","Taiwan","Submarine","Evidence Uncertain","Unknown","Japan, Taiwan, Marianas","Taiwan",21.83,121.18,-115,"No Data (checked)","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,121.18,21.83,TRUE
"520",281030,"Unnamed","Taiwan","Submarine","Eruption Observed","1853 CE","Japan, Taiwan, Marianas","Taiwan",24.132,121.926,-1640,"No Data (checked)","Subduction zone / Continental crust (>25 km)","Holocene",9.25596046447754,-17.1976375579834,310.719665527344,121.926,24.132,TRUE
"521",281031,"Kueishantao","Taiwan","Stratovolcano","Eruption Observed","1785 CE","Japan, Taiwan, Marianas","Taiwan",24.841,121.953,361,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",20.752893447876,-29.5709018707275,312.092071533203,121.953,24.841,TRUE
"522",281032,"Tatun Volcanic Group","Taiwan","Lava dome(s)","Eruption Dated","648 CE","Japan, Taiwan, Marianas","Taiwan",25.178,121.553,1120,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",30.4352207183838,-25.1974296569824,330.985137939453,121.553,25.178,TRUE
"523",282010,"Submarine Volcano NNE of Iriomotejima","Japan","Submarine","Eruption Observed","1924 CE","Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",24.57,123.93,-200,"Rhyolite","Subduction zone / Oceanic crust (< 15 km)","Holocene",20.4187202453613,-36.8799209594727,266.843444824219,123.93,24.57,TRUE
"524",282020,"Io-Torishima","Japan","Complex","Eruption Observed","1968 CE","Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",27.881,128.223,212,"Andesite / Basaltic Andesite","Subduction zone / Oceanic crust (< 15 km)","Holocene",41.5451011657715,-73.9327774047852,216.485595703125,128.223,27.881,TRUE
"525",282021,"Yokoate-jima","Japan","Stratovolcano(es)","Eruption Observed","1835 CE","Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",28.797,128.997,495,"Andesite / Basaltic Andesite","Subduction zone / Oceanic crust (< 15 km)","Holocene",47.3555488586426,-70.2402648925781,216.037948608398,128.997,28.797,TRUE
"526",282022,"Akusekijima","Japan","Stratovolcano(es)","Evidence Uncertain","Unknown","Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",29.465,129.594,555,"Andesite / Basaltic Andesite","Subduction zone / Oceanic crust (< 15 km)","Holocene",47.0381126403809,-68.7169494628906,218.915573120117,129.594,29.465,TRUE
"527",282030,"Suwanosejima","Japan","Stratovolcano(es)","Eruption Observed","2019 CE","Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",29.638,129.714,796,"Andesite / Basaltic Andesite","Subduction zone / Oceanic crust (< 15 km)","Holocene",47.6741333007812,-71.4569549560547,216.683929443359,129.714,29.638,TRUE
"528",282040,"Nakanoshima","Japan","Stratovolcano(es)","Eruption Observed","1914 CE","Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",29.859,129.857,979,"Andesite / Basaltic Andesite","Subduction zone / Oceanic crust (< 15 km)","Holocene",49.0814170837402,-76.1263656616211,212.652923583984,129.857,29.859,TRUE
"529",282043,"Kuchinoshima","Japan","Stratovolcano(es)","Eruption Dated","1190 CE","Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",29.968,129.926,628,"Andesite / Basaltic Andesite","Subduction zone / Oceanic crust (< 15 km)","Holocene",48.6888046264648,-75.047721862793,211.016738891602,129.926,29.968,TRUE
"530",282050,"Kuchinoerabujima","Japan","Stratovolcano(es)","Eruption Observed","2019 CE","Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",30.443,130.217,657,"Andesite / Basaltic Andesite","Subduction zone / Oceanic crust (< 15 km)","Holocene",50.4916648864746,-78.7995529174805,210.574401855469,130.217,30.443,TRUE
"531",282060,"Kikai","Japan","Caldera","Eruption Observed","2019 CE","Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",30.793,130.305,704,"Rhyolite","Subduction zone / Oceanic crust (< 15 km)","Holocene",55.1487350463867,-96.4389572143555,211.144424438477,130.305,30.793,TRUE
"532",282070,"Ata","Japan","Caldera(s)","Eruption Observed","885 CE","Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",31.22,130.57,924,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",55.3733024597168,-97.2212905883789,206.892333984375,130.57,31.22,TRUE
"533",282080,"Aira","Japan","Caldera","Eruption Observed","2019 CE","Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",31.593,130.657,1117,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",57.7147789001465,-113.784660339355,203.231353759766,130.657,31.593,TRUE
"534",282081,"Yonemaru-Sumiyoshiike","Japan","Maar(s)","Eruption Dated","6200 BCE","Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",31.771,130.592,40,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Holocene",59.7456741333008,-132.61637878418,201.378601074219,130.592,31.771,TRUE
"535",282090,"Kirishimayama","Japan","Shield","Eruption Observed","2018 CE","Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",31.934,130.862,1700,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",54.5221290588379,-106.444465637207,201.812377929688,130.862,31.934,TRUE
"536",282091,"Fukue","Japan","Shield(s)","Eruption Dated","400 BCE","Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",32.657,128.849,315,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Holocene",34.7057723999023,-349.717193603516,167.245147705078,128.849,32.657,TRUE
"537",282100,"Unzendake","Japan","Complex","Eruption Observed","1996 CE","Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",32.761,130.299,1483,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",54.8884506225586,-248.253021240234,208.697326660156,130.299,32.761,TRUE
"538",282110,"Asosan","Japan","Caldera","Eruption Observed","2019 CE","Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",32.884,131.104,1592,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",61.5919303894043,-140.07780456543,207.442749023438,131.104,32.884,TRUE
"539",282120,"Kujusan","Japan","Stratovolcano(es)","Eruption Observed","1996 CE","Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",33.086,131.249,1791,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",62.9145584106445,-136.677688598633,209.152069091797,131.249,33.086,TRUE
"540",282130,"Yufu-Tsurumi","Japan","Lava dome(s)","Eruption Observed","867 CE","Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",33.282,131.39,1584,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",64.3801116943359,-137.308807373047,210.141143798828,131.39,33.282,TRUE
"541",283001,"Abu","Japan","Shield(s)","Eruption Dated","6850 BCE","Japan, Taiwan, Marianas","Honshu",34.5,131.6,641,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",71.4573364257812,-229.686233520508,216.536209106445,131.6,34.5,TRUE
"542",283002,"Sanbesan","Japan","Stratovolcano","Eruption Dated","650 CE","Japan, Taiwan, Marianas","Honshu",35.141,132.622,1126,"Dacite","Subduction zone / Continental crust (>25 km)","Holocene",65.2630462646484,-168.726516723633,215.64323425293,132.622,35.141,TRUE
"543",283003,"Oki-Dogo","Japan","Shield","Evidence Credible","Unknown","Japan, Taiwan, Marianas","Honshu",36.176,133.334,151,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,133.334,36.176,TRUE
"544",283010,"Izu-Tobu","Japan","Pyroclastic cone(s)","Eruption Observed","1989 CE","Japan, Taiwan, Marianas","Honshu",34.9,139.098,1406,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,139.098,34.9,TRUE
"545",283020,"Hakoneyama","Japan","Complex","Eruption Dated","2015 CE","Japan, Taiwan, Marianas","Honshu",35.233,139.021,1438,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",13.3189897537231,-9.08205986022949,276.008483886719,139.021,35.233,TRUE
"546",283030,"Fujisan","Japan","Stratovolcano","Eruption Observed","1708 CE","Japan, Taiwan, Marianas","Honshu",35.361,138.728,3776,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Holocene",20.8737659454346,-13.9545450210571,259.597717285156,138.728,35.361,TRUE
"547",283031,"Yokodake","Japan","Stratovolcano(es)","Eruption Dated","1200 CE","Japan, Taiwan, Marianas","Honshu",36.087,138.32,2480,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",43.507884979248,-80.4685516357422,244.709762573242,138.32,36.087,TRUE
"548",283040,"Ontakesan","Japan","Complex","Eruption Observed","2014 CE","Japan, Taiwan, Marianas","Honshu",35.893,137.48,3067,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",40.9836120605469,-85.7070388793945,270.473693847656,137.48,35.893,TRUE
"549",283050,"Hakusan","Japan","Stratovolcano","Eruption Observed","1659 CE","Japan, Taiwan, Marianas","Honshu",36.155,136.771,2702,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",44.6694526672363,-117.419822692871,240.624404907227,136.771,36.155,TRUE
"550",283060,"Norikuradake","Japan","Stratovolcano(es)","Eruption Dated","50 BCE","Japan, Taiwan, Marianas","Honshu",36.106,137.554,3026,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",39.9144096374512,-104.818382263184,265.937805175781,137.554,36.106,TRUE
"551",283069,"Akandanayama","Japan","Stratovolcano","Evidence Credible","Unknown","Japan, Taiwan, Marianas","Honshu",36.2,137.573,2109,"","","Holocene",38.1852607727051,-113.686424255371,263.118682861328,137.573,36.2,TRUE
"552",283070,"Yakedake","Japan","Stratovolcano(es)","Eruption Observed","1995 CE","Japan, Taiwan, Marianas","Honshu",36.227,137.587,2455,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",37.4577140808105,-116.365295410156,261.40869140625,137.587,36.227,TRUE
"553",283071,"Washiba-Kumonotaira","Japan","Shield(s)","Evidence Credible","Unknown","Japan, Taiwan, Marianas","Honshu",36.408,137.594,2924,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",33.5197906494141,-129.211578369141,256.713562011719,137.594,36.408,TRUE
"554",283080,"Midagahara","Japan","Stratovolcano","Eruption Observed","1839 CE","Japan, Taiwan, Marianas","Honshu",36.571,137.59,2621,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",28.9932136535645,-140.312881469727,254.684310913086,137.59,36.571,TRUE
"555",283090,"Niigata-Yakeyama","Japan","Lava dome","Eruption Observed","1998 CE","Japan, Taiwan, Marianas","Honshu",36.921,138.036,2400,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",28.6305065155029,-149.901733398438,238.234619140625,138.036,36.921,TRUE
"556",283100,"Myokosan","Japan","Stratovolcano","Eruption Dated","750 BCE","Japan, Taiwan, Marianas","Honshu",36.891,138.114,2454,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",29.9947071075439,-145.902282714844,236.784103393555,138.114,36.891,TRUE
"557",283110,"Asamayama","Japan","Complex","Eruption Observed","2019 CE","Japan, Taiwan, Marianas","Honshu",36.406,138.523,2568,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",38.0353546142578,-102.037925720215,245.537399291992,138.523,36.406,TRUE
"558",283120,"Kusatsu-Shiranesan","Japan","Stratovolcano(es)","Eruption Observed","2018 CE","Japan, Taiwan, Marianas","Honshu",36.618,138.528,2165,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",34.2154731750488,-117.197929382324,240.864044189453,138.528,36.618,TRUE
"559",283121,"Shiga","Japan","Shield(s)","Evidence Uncertain","Unknown","Japan, Taiwan, Marianas","Honshu",36.688,138.519,2041,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",33.3740844726562,-121.988632202148,239.294021606445,138.519,36.688,TRUE
"560",283122,"Harunasan","Japan","Stratovolcano","Eruption Dated","550 CE","Japan, Taiwan, Marianas","Honshu",36.477,138.851,1449,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",34.5004768371582,-99.689826965332,247.108108520508,138.851,36.477,TRUE
"561",283130,"Akagisan","Japan","Stratovolcano","Evidence Uncertain","Unknown","Japan, Taiwan, Marianas","Honshu",36.56,139.193,1828,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",32.3412017822266,-96.7242660522461,244.156036376953,139.193,36.56,TRUE
"562",283131,"Hiuchigatake","Japan","Stratovolcano","Eruption Observed","1544 CE","Japan, Taiwan, Marianas","Honshu",36.955,139.285,2356,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,139.285,36.955,TRUE
"563",283140,"Nikko-Shiranesan","Japan","Shield","Eruption Observed","1952 CE","Japan, Taiwan, Marianas","Honshu",36.799,139.376,2578,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,139.376,36.799,TRUE
"564",283141,"Nantaisan","Japan","Stratovolcano","Eruption Dated","9540 BCE","Japan, Taiwan, Marianas","Honshu",36.765,139.491,2486,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,139.491,36.765,TRUE
"565",283142,"Omanago Group","Japan","Lava dome(s)","Eruption Dated","3050 BCE","Japan, Taiwan, Marianas","Honshu",36.795,139.507,2341,"Dacite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,139.507,36.795,TRUE
"566",283143,"Takaharayama","Japan","Stratovolcano","Eruption Dated","4570 BCE","Japan, Taiwan, Marianas","Honshu",36.9,139.777,1795,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,139.777,36.9,TRUE
"567",283150,"Nasudake","Japan","Stratovolcano(es)","Eruption Observed","1963 CE","Japan, Taiwan, Marianas","Honshu",37.125,139.963,1915,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,139.963,37.125,TRUE
"568",283151,"Numazawa","Japan","Shield","Eruption Dated","3400 BCE","Japan, Taiwan, Marianas","Honshu",37.444,139.566,835,"Dacite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,139.566,37.444,TRUE
"569",283160,"Bandaisan","Japan","Stratovolcano","Eruption Observed","1888 CE","Japan, Taiwan, Marianas","Honshu",37.601,140.072,1816,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,140.072,37.601,TRUE
"570",283170,"Adatarayama","Japan","Stratovolcano(es)","Eruption Observed","1996 CE","Japan, Taiwan, Marianas","Honshu",37.647,140.281,1728,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,140.281,37.647,TRUE
"571",283180,"Azumayama","Japan","Stratovolcano(es)","Eruption Observed","1977 CE","Japan, Taiwan, Marianas","Honshu",37.735,140.244,1949,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,140.244,37.735,TRUE
"572",283190,"Zaozan [Zaosan]","Japan","Complex","Eruption Observed","1940 CE","Japan, Taiwan, Marianas","Honshu",38.144,140.44,1841,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,140.44,38.144,TRUE
"573",283191,"Hijiori","Japan","Caldera","Evidence Credible","Unknown","Japan, Taiwan, Marianas","Honshu",38.599,140.162,552,"Dacite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,140.162,38.599,TRUE
"574",283200,"Naruko","Japan","Caldera","Eruption Observed","837 CE","Japan, Taiwan, Marianas","Honshu",38.729,140.734,470,"Rhyolite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,140.734,38.729,TRUE
"575",283210,"Kurikomayama","Japan","Stratovolcano","Eruption Observed","1950 CE","Japan, Taiwan, Marianas","Honshu",38.961,140.788,1627,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,140.788,38.961,TRUE
"576",283220,"Chokaisan","Japan","Stratovolcano(es)","Eruption Observed","1974 CE","Japan, Taiwan, Marianas","Honshu",39.099,140.049,2236,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,140.049,39.099,TRUE
"577",283230,"Akita-Komagatake","Japan","Stratovolcano(es)","Eruption Observed","1971 CE","Japan, Taiwan, Marianas","Honshu",39.761,140.799,1637,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,140.799,39.761,TRUE
"578",283240,"Iwatesan","Japan","Complex","Eruption Observed","1919 CE","Japan, Taiwan, Marianas","Honshu",39.853,141.001,2038,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,141.001,39.853,TRUE
"579",283250,"Hachimantai","Japan","Stratovolcano","Eruption Dated","5350 BCE","Japan, Taiwan, Marianas","Honshu",39.958,140.854,1613,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,140.854,39.958,TRUE
"580",283260,"Akita-Yakeyama","Japan","Stratovolcano","Eruption Observed","1997 CE","Japan, Taiwan, Marianas","Honshu",39.964,140.757,1366,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,140.757,39.964,TRUE
"581",283262,"Megata","Japan","Maar(s)","Eruption Dated","2050 BCE","Japan, Taiwan, Marianas","Honshu",39.95,139.73,291,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,139.73,39.95,TRUE
"582",283270,"Iwakisan","Japan","Stratovolcano","Eruption Observed","1863 CE","Japan, Taiwan, Marianas","Honshu",40.656,140.303,1625,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,140.303,40.656,TRUE
"583",283271,"Towada","Japan","Caldera","Eruption Observed","915 CE","Japan, Taiwan, Marianas","Honshu",40.51,140.88,1011,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,140.88,40.51,TRUE
"584",283280,"Hakkodasan","Japan","Stratovolcano(es)","Eruption Dated","1550 CE","Japan, Taiwan, Marianas","Honshu",40.659,140.877,1585,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,140.877,40.659,TRUE
"585",283290,"Osorezan","Japan","Stratovolcano","Eruption Observed","1787 CE","Japan, Taiwan, Marianas","Honshu",41.279,141.12,878,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,141.12,41.279,TRUE
"586",284010,"Izu-Oshima","Japan","Stratovolcano","Eruption Observed","1990 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,139.394,34.724,TRUE
"587",284011,"Toshima","Japan","Stratovolcano","Eruption Dated","4550 BCE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.52,139.279,508,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,139.279,34.52,TRUE
"588",284020,"Niijima","Japan","Lava dome(s)","Eruption Observed","886 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.397,139.27,432,"Rhyolite","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,139.27,34.397,TRUE
"589",284030,"Kozushima","Japan","Lava dome(s)","Eruption Observed","838 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.219,139.153,572,"Rhyolite","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,139.153,34.219,TRUE
"590",284040,"Miyakejima","Japan","Stratovolcano","Eruption Observed","2010 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.094,139.526,775,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,139.526,34.094,TRUE
"591",284041,"Mikurajima","Japan","Stratovolcano","Eruption Dated","4100 BCE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.874,139.602,851,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,139.602,33.874,TRUE
"592",284042,"Kurose Hole","Japan","Submarine","Evidence Uncertain","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.4,139.68,-107,"Dacite","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,139.68,33.4,TRUE
"593",284050,"Hachijojima","Japan","Stratovolcano(es)","Eruption Observed","1606 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.137,139.766,854,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,139.766,33.137,TRUE
"594",284060,"Aogashima","Japan","Stratovolcano","Eruption Observed","1785 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",32.458,139.759,423,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,139.759,32.458,TRUE
"595",284061,"Kita-Bayonnaise","Japan","Submarine","Evidence Uncertain","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",32.1,139.85,-360,"Rhyolite","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,139.85,32.1,TRUE
"596",284070,"Myojinsho","Japan","Submarine","Eruption Observed","1970 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",31.888,139.918,11,"Dacite","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,139.918,31.888,TRUE
"597",284080,"Sumisujima","Japan","Submarine","Eruption Observed","1916 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",31.44,140.051,136,"Dacite","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,140.051,31.44,TRUE
"598",284090,"Izu-Torishima","Japan","Stratovolcano","Eruption Observed","2002 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",30.484,140.303,394,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,140.303,30.484,TRUE
"599",284091,"Sofugan","Japan","Stratovolcano","Evidence Uncertain","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",29.794,140.342,99,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,140.342,29.794,TRUE
"600",284093,"Suiyo Seamount","Japan","Submarine","Unrest / Holocene","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",28.575,140.633,-991,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,140.633,28.575,TRUE
"601",284094,"Mokuyo Seamount","Japan","Submarine","Unrest / Holocene","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",28.327,140.572,-933,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,140.572,28.327,TRUE
"602",284095,"Doyo Seamount","Japan","Submarine","Unrest / Holocene","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",27.68,140.8,-590,"Basalt / Picro-Basalt","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,140.8,27.68,TRUE
"603",284096,"Nishinoshima","Japan","Caldera","Eruption Observed","2019 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",27.247,140.874,25,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,140.874,27.247,TRUE
"604",284097,"Kaikata Seamount","Japan","Submarine","Unrest / Holocene","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",26.667,140.929,-165,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,140.929,26.667,TRUE
"605",284100,"Kaitoku Seamount","Japan","Submarine","Eruption Observed","1984 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",26.127,141.102,-95,"Basalt / Picro-Basalt","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,141.102,26.127,TRUE
"606",284110,"Kita-Ioto","Japan","Stratovolcano","Eruption Observed","1945 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",25.424,141.284,792,"Basalt / Picro-Basalt","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,141.284,25.424,TRUE
"607",284120,"Ioto","Japan","Caldera","Eruption Observed","2012 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",24.751,141.289,169,"Trachyandesite / Basaltic Trachyandesite","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,141.289,24.751,TRUE
"608",284121,"Kita-Fukutokutai","Japan","Submarine","Eruption Observed","1954 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",24.417,141.417,-73,"No Data (checked)","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,141.417,24.417,TRUE
"609",284130,"Fukutoku-Oka-no-Ba","Japan","Submarine","Eruption Observed","2010 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",24.285,141.481,-29,"Trachyandesite / Basaltic Trachyandesite","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,141.481,24.285,TRUE
